dod_occ_code,dod_occ_code_level,label,moc_code,moc_code_label,doc_occ_code_full,moc_code_status,start_date,end_date,not_in_veo
130,3,"Medical Care and Treatment, General",68W,Combat Medic Specialist,130000,A,200604,999912,0
130,3,"Medical Care and Treatment, General",68Z,Chief Medical NCO,130000,A,200604,999912,0
130,3,"Medical Care and Treatment, General",91A,Medical Specialist,130000,O,198401,199109,1
130,3,"Medical Care and Treatment, General",91N,Cardiac Specialist,130000,O,196505,199504,1
130,3,"Medical Care and Treatment, General",68N,Cardiovascular Specialist,130000,A,201304,999912,0
130,3,"Medical Care and Treatment, General",68U,"Ear, Nose, and Throat (ENT) Specialist",130000,A,201304,999912,0
130,3,"Medical Care and Treatment, General",68D,Operating Room Specialist,130100,A,200604,999912,0
130,3,"Medical Care and Treatment, General",91U,"Ear, Nose, & Throat (ENT) Specialist",130100,O,196505,199410,1
130,3,"Medical Care and Treatment, General",68X,Behavioral Health Specialist,130200,A,200604,999912,0
130,3,"Medical Care and Treatment, General",68F,Physical Therapy Specialist,130300,A,201304,999912,0
130,3,"Medical Care and Treatment, General",68L,Occupational Therapy Specialist,130300,A,201304,999912,0
130,3,"Medical Care and Treatment, General",68B,Orthopedic Specialist,130400,A,201304,999912,0
130,3,"Medical Care and Treatment, General",68C,Practical Nursing Specialist,130600,A,201304,999912,0
130,3,"Medical Care and Treatment, General",68V,Respiratory Specialist,130700,A,200604,999912,0
130,3,"Medical Care and Treatment, General",42C,Orthotic Specialist,130400,O,196505,199410,1
130,3,"Medical Care and Treatment, General",91C,Practical Nurse,130600,O,196505,200104,0
130,3,"Medical Care and Treatment, General",91D,Operating Room Specialist,130100,O,196505,200610,0
130,3,"Medical Care and Treatment, General",91F,Psychiatric Specialist,130200,O,196505,199610,1
130,3,"Medical Care and Treatment, General",91G,Behavioral Science Specialist,130200,O,196505,199610,1
130,3,"Medical Care and Treatment, General",91H,Orthopedic Specialist,130400,O,199205,199410,1
130,3,"Medical Care and Treatment, General",91J,Physical Therapy Specialist,130300,O,196505,199410,1
130,3,"Medical Care and Treatment, General",91K,Physical Reconditioning Specialist,130300,O,196505,197311,1
130,3,"Medical Care and Treatment, General",91L,Occupational Therapy Specialist,130300,O,196505,199410,1
130,3,"Medical Care and Treatment, General",91V,Respiratory Specialist,130700,O,197303,200610,0
130,3,"Medical Care and Treatment, General",91W,Health Care Specialist,130000,O,200004,200610,0
130,3,"Medical Care and Treatment, General",91X,Mental Health Specialist,130200,O,199610,200610,0
130,3,"Medical Care and Treatment, General",91Z,Medical Senior Sergeant,130000,O,196601,197604,1
130,3,"Medical Care and Treatment, General",91Z,Chief Medical NCO,130000,O,200004,200610,0
131,3,Radiology ,01H,Biological Sciences Assistant,131100,O,196507,199410,1
131,3,Radiology ,68K,Medical Laboratory Specialist,131100,A,200604,999912,0
131,3,Radiology ,92B,Medical Laboratory Specialist,131100,O,196505,199410,1
131,3,Radiology ,92E,Cytology Specialist,131100,O,198103,199410,1
131,3,Radiology ,91M,Electroencepthalography Specialist,131100,O,196505,197311,1
131,3,Radiology ,68Q,Pharmacy Specialist,131200,A,200604,999912,0
131,3,Radiology ,68P,Radiology Specialist,131300,A,200604,999912,0
131,3,Radiology ,91W,Nuclear Medicine Specialist,131300,O,197503,199410,1
131,3,Radiology ,91B,Medical Specialist,131100,O,199205,200104,0
131,3,Radiology ,91K,Medical Laboratory Specialist,131100,O,199507,200610,0
131,3,Radiology ,91P,Radiology Specialist,131300,O,199507,200610,0
131,3,Radiology ,91Q,Pharmacy Specialist,131200,O,196505,200610,0
132,3,Diet Therapy ,35G,"Medical Equipment Repairer, Unit Level",132600,O,196505,199410,1
132,3,Diet Therapy ,35U,"Medical Equipment Repairer, Advanced",132600,O,197405,199410,1
132,3,Diet Therapy ,68R,Veterinary Food Inspection Specialist,132100,A,200604,999912,0
132,3,Diet Therapy ,68T,Animal Care Specialist,132100,A,200604,999912,0
132,3,Diet Therapy ,68S,Preventive Medicine Specialist,132200,A,200604,999912,0
132,3,Diet Therapy ,42E,Optical Laboratory Specialist,132300,O,196505,200104,0
132,3,Diet Therapy ,68H,Optical Laboratory Specialist,132300,A,200604,999912,0
132,3,Diet Therapy ,68Y,Eye Specialist,132300,A,201304,999912,0
132,3,Diet Therapy ,68M,Nutrition Care Specialist,132500,A,200604,999912,0
132,3,Diet Therapy ,94F,Hospital Food Service Specialist,132500,O,196602,199009,1
132,3,Diet Therapy ,68A,Biomedical Equipment Specialist,132600,A,200604,999912,0
132,3,Diet Therapy ,91A,Medical Equipment Repairer,132600,O,199507,200610,0
132,3,Diet Therapy ,91H,Optical Laboratory Specialist,132300,O,200010,200610,0
132,3,Diet Therapy ,91M,Nutrition Care Specialist,132500,O,200204,200610,0
132,3,Diet Therapy ,91R,Veterinary Food Inspection Specialist,132100,O,196505,200610,0
132,3,Diet Therapy ,91S,Preventive Medicine Specialist,132200,O,196505,200610,0
132,3,Diet Therapy ,91T,Animal Care Specialist,132100,O,196505,200610,0
132,3,Diet Therapy ,91X,Health Physics Specialist,132200,O,198212,199410,1
132,3,Diet Therapy ,91Y,Eye Specialist,132300,O,197503,199410,1
133,3,"Dental Care, General",68E,Dental Specialist,133000,A,200604,999912,0
133,3,"Dental Care, General",42D,Dental Laboratory Specialist,133100,O,196505,199410,1
133,3,"Dental Care, General",42F,Dental Fixed Prosthetic Specialist,133100,O,196706,197604,1
133,3,"Dental Care, General",91E,Dental Specialist,133000,O,196505,200610,0
134,3,Medical Administration,68G,Patient Administration Specialist,134000,A,200604,999912,0
134,3,Medical Administration,68J,Medical Logistics Specialist,134100,A,200604,999912,0
134,3,Medical Administration,76J,Medical Supply Specialist,134100,O,196505,200110,0
134,3,Medical Administration,71G,Patient Administration Specialist,134000,O,196505,200104,0
134,3,Medical Administration,91G,Patient Administration Specialist,134000,O,200010,200610,0
134,3,Medical Administration,91J,Medical Logistics Specialist,134100,O,199904,200610,0
14X,2,Other Allied Professions,See below,See below,See below,See below,See below,See below,
140,3,"Photography, General",25P,Visual Information/Audio Documentation Systems Specialist,140000,O,198903,199404,1
140,3,"Photography, General",25S,Still Documentation Specialist,140000,O,198903,199407,1
140,3,"Photography, General",25M,Multimedia Illustrator,140000,A,199404,999912,0
140,3,"Photography, General",25R,Visual Information Equipment Operator-Maintainer,140000,A,198903,999912,0
140,3,"Photography, General",25V,Combat Documentation/Production Specialist,140000,A,199404,999912,0
140,3,"Photography, General",25Z,Visual Information Operations Chief,140000,A,198604,999912,0
140,3,"Photography, General",84B,Still Photographic Specialist,140000,O,196505,198903,1
140,3,"Photography, General",84C,Motion Picture Specialist,140000,O,196505,198903,1
140,3,"Photography, General",84F,Audio/Television Specialist,140000,O,196505,198903,1
140,3,"Photography, General",84G,Photographic Laboratory Specialist,140000,O,196505,197610,1
140,3,"Photography, General",84E,Television Cameraman,140000,O,196505,197610,1
141,3,Surveying,21S,Topographic Surveyor,141200,O,200309,200810,0
141,3,Surveying,21T,Technical Engineer,141300,O,200309,201010,0
141,3,Surveying,21U,Topographic Analyst,141100,O,200309,200810,0
141,3,Surveying,21Y,Geospatial Engineer,141200,O,200309,201010,0
141,3,Surveying,51T,Technical Engineering Specialist,141300,O,199408,200409,0
141,3,Surveying,81C,Cartographer,141100,O,196505,199704,1
141,3,Surveying,81Q,Terrain Analyst,141100,O,199205,199704,1
141,3,Surveying,13S,Field Artillery Surveyor,141200,O,200309,201010,0
141,3,Surveying,17D,Flash Ranging Crewman,141200,O,196505,197604,1
141,3,Surveying,82A,Rodman & Tapeman,141200,O,196505,197610,1
141,3,Surveying,82B,Construction Surveyor,141200,O,196505,199404,1
141,3,Surveying,82E,Topographic Computer,141200,O,196505,197610,1
141,3,Surveying,12Y,Geospatial Engineer,141200,A,201004,999912,0
141,3,Surveying,13T,Field Artillery Surveyor/Meteorological Crewmember,141200,O,201004,201710,0
141,3,Surveying,17C,Sound Ranging Crewman,141200,O,196505,197603,1
141,3,Surveying,81A,General Draftsman,141300,O,196505,197610,1
141,3,Surveying,81B,Technical Drafting Specialist,141300,O,196505,199404,1
141,3,Surveying,12T,Technical Engineer,141300,A,201004,999912,0
141,3,Surveying,25Q,Graphics Documentation Specialist,141400,O,198903,199404,1
141,3,Surveying,81E,Illustrator,141400,O,196505,198810,1
141,3,Surveying,81T,Topographic Analyst,141100,O,199704,200409,0
141,3,Surveying,81Z,Topographic Engineering Supervisor,141200,O,197610,200409,0
141,3,Surveying,82C,Field Artillery Surveyor,141200,O,196505,200409,0
141,3,Surveying,82D,Topographic Surveyor,141200,O,196505,200409,0
142,3,"Weather, General",13W,Field Artillery Meteorological Crewmember,142000,O,200104,201010,0
142,3,"Weather, General",93E,Meteorological Observer,142000,O,196505,198604,1
142,3,"Weather, General",93F,Field Artillery Meteorological Crewmember,142000,O,196505,200409,0
143,3,EOD/UDT,00B,Diver,143300,O,196505,200409,0
143,3,EOD/UDT,55D,Explosive Ordnance Disposal Specialist,143100,O,196505,200409,0
143,3,EOD/UDT,89D,Explosive Ordnance Disposal Specialist,143100,A,200404,999912,0
143,3,EOD/UDT,21D,Diver,143300,O,200309,201010,0
143,3,EOD/UDT,12D,Diver,143300,A,201004,999912,0
145,3,"Musicians, General",02B,Cornet or Trumpet Player,145000,O,199904,200409,0
145,3,"Musicians, General",02C,Euphonium Player,145000,O,199904,200409,0
145,3,"Musicians, General",02D,French Horn Player,145000,O,199904,200409,0
145,3,"Musicians, General",02E,Trombone Player,145000,O,199904,200409,0
145,3,"Musicians, General",02F,Tuba Player,145000,O,199904,200409,0
145,3,"Musicians, General",02G,Flute or Piccolo Player,145000,O,199904,200409,0
145,3,"Musicians, General",02H,Oboe Player,145000,O,199904,200409,0
145,3,"Musicians, General",02J,Clarinet Player,145000,O,199904,200409,0
145,3,"Musicians, General",02K,Bassoon Player,145000,O,199904,200409,0
145,3,"Musicians, General",02L,Saxophone Player,145000,O,199904,200409,0
145,3,"Musicians, General",02M,Percussion Player,145000,O,199904,200409,0
145,3,"Musicians, General",02N,Keyboard Player,145000,O,199904,200409,0
145,3,"Musicians, General",02T,Guitar Player,145000,O,199904,200409,0
145,3,"Musicians, General",02U,Electric Bass Player,145000,O,198510,200409,0
145,3,"Musicians, General",02Z,Bands Senior Sergeant,145000,O,196706,200409,0
145,3,"Musicians, General",02A,Army Bandperson,145000,O,200404,200501,0
145,3,"Musicians, General",02P,Brass Group Leader,145000,O,196706,198510,1
145,3,"Musicians, General",02Q,Woodwind Group Leader,145000,O,196706,198510,1
145,3,"Musicians, General",02R,Percussion Group Leader,145000,O,196706,198510,1
145,3,"Musicians, General",02S,Special Bands Member,145000,O,199904,200409,0
145,3,"Musicians, General",42R,Musician,145000,A,200409,999912,0
145,3,"Musicians, General",42S,Special Band Musician,145000,A,200409,999912,0
149,3,Firefighting and Damage Control,01B,Electrical-Electronic Engineering Assistant,149600,O,196505,197710,1
149,3,Firefighting and Damage Control,01C,Mechanical Engineering Assistant,149600,O,196505,197710,1
149,3,Firefighting and Damage Control,01D,Civil Engineering Assistant,149600,O,196505,197710,1
149,3,Firefighting and Damage Control,21M,Firefighter,149500,O,200309,201010,0
149,3,Firefighting and Damage Control,51M,Fire Fighter,149500,O,196505,200409,0
149,3,Firefighting and Damage Control,54B,Chemical Operations Specialist,149400,O,198610,200409,0
149,3,Firefighting and Damage Control,51G,Materials Quality Specialist,149100,O,196505,199404,1
149,3,Firefighting and Damage Control,92C,Petroleum Laboratory Specialist,149100,O,196505,198604,1
149,3,Firefighting and Damage Control,92L,Petroleum Laboratory Specialist,149100,A,200309,999912,0
149,3,Firefighting and Damage Control,57F,Mortuary Affairs Specialist,149200,O,196505,199510,1
149,3,Firefighting and Damage Control,92M,Mortuary Affairs Specialist,149200,A,199904,999912,0
149,3,Firefighting and Damage Control,54E,NBC Specialist,149400,O,196505,198610,1
149,3,Firefighting and Damage Control,54Z,Chemical Senior Sergeant,149400,O,198010,198610,1
149,3,Firefighting and Damage Control,74D,"Chemical, Biological, Radiological, and Nuclear (CBRN) Specialist",149400,A,200309,999912,0
149,3,Firefighting and Damage Control,12M,Firefighter,149500,A,201004,999912,0
149,3,Firefighting and Damage Control,01E,Mathematics-Statistics Assistant,149600,O,196505,197710,1
149,3,Firefighting and Damage Control,01F,Physical Sciences Assistant,149600,O,196505,197710,1
149,3,Firefighting and Damage Control,01G,Chemical Engineering Assistant,149600,O,196505,197710,1
149,3,Firefighting and Damage Control,77L,Petroleum Laboratory Specialist,149100,O,198610,200409,0
149,3,Firefighting and Damage Control,92D,Chemical Laboratory Specialist,149100,O,196505,198510,1
15X,2,Functional Support and Administration,See below,See below,See below,See below,See below,See below,
150,3,Recruiting and Counseling,00E,Recruiter,150100,O,197710,199510,1
150,3,Recruiting and Counseling,00R,Recruiter/Retention NCO,150100,O,198212,199510,1
150,3,Recruiting and Counseling,01K,Personnel Psychology Specialist,150000,O,196505,197508,1
150,3,Recruiting and Counseling,00U,Equal Opportunity Specialist,150000,O,197710,199903,1
150,3,Recruiting and Counseling,42F,Human Resources Information Systems Management Specialist,150000,O,200309,201110,0
150,3,Recruiting and Counseling,75C,Personnel Management Specialist,150000,O,197303,199604,1
150,3,Recruiting and Counseling,75D,Personnel Records Specialist,150000,O,197303,199604,1
150,3,Recruiting and Counseling,75E,Personnel Actions Specialist,150000,O,197303,199604,1
150,3,Recruiting and Counseling,75Z,Personnel Sergeant,150000,O,197303,199604,1
150,3,Recruiting and Counseling,79R,Recruiter,150100,A,199510,999912,0
150,3,Recruiting and Counseling,79S,Career Counselor,150100,A,199510,999912,0
150,3,Recruiting and Counseling,79T,Recruiting and Retention NCO (Army National Guard of the United States),150100,A,199904,999912,0
150,3,Recruiting and Counseling,79V,Army Reserve Career Counselor (Army Reserve),150100,A,200004,999912,0
150,3,Recruiting and Counseling,75B,Personnel Administration Specialist,150000,O,197303,200410,0
150,3,Recruiting and Counseling,75F,Personnel Information Systems Management Specialist,150000,O,198109,200410,0
150,3,Recruiting and Counseling,75H,Personnel Services Specialist,150000,O,199604,200410,0
150,3,Recruiting and Counseling,79D,Reenlistment NCO,150100,O,197710,199510,1
151,3,Legal,42L,Administrative Specialist,151000,O,200309,200710,0
151,3,Legal,71B,Clerk-Typist,151000,O,196505,197709,1
151,3,Legal,71T,Equipment Maintenance Clerk,151000,O,196704,197409,1
151,3,Legal,71C,Executive Administrative Assistant,151100,O,196505,199604,1
151,3,Legal,27D,Paralegal Specialist,151200,A,200010,999912,0
151,3,Legal,71D,Legal Specialist,151200,O,196505,200104,0
151,3,Legal,71E,Court Reporter,151200,O,196505,199410,1
151,3,Legal,71L,Administrative Specialist,151000,O,196505,200410,0
152,3,"Combined Personnel and Administration, General",42A,Human Resources Specialist,152000,A,200309,999912,0
152,3,"Combined Personnel and Administration, General",00Z,Nominative Command Sergeant Major/Sergeant Major,152100,A,196801,999912,0
152,3,"Combined Personnel and Administration, General",00J,Command Sergeant Major (CSM) Engineer/Signal/Military Police/Military Intelligence Immaterial,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00K,Command Sergeant Major (CSM) Maneuver Support(MS)/Logistics,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00L,Command Sergeant Major (CSM) Logistics,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00P,Command Sergeant Major (CSM) Force Sustainment,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00R,Command Sergeant Major (CSM) Infantry/Armor Immaterial,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00T,Command Sergeant Major (CSM) Infantry/Armor/Field Artillery/Combat Engineer Immaterial,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00X,Command Sergeant Major (CSM) MOS Immaterial,152100,A,201104,999912,0
152,3,"Combined Personnel and Administration, General",00E,Sergeant Major (SGM) MOS Immaterial,152100,A,201710,999912,0
153,3,Operators/Analysts/Programmers   ,25Y,Information Systems Chief,153100,O,200409,200710,0
153,3,Operators/Analysts/Programmers   ,25B,Information Technology Specialist,153100,A,200409,999912,0
153,3,Operators/Analysts/Programmers   ,71U,Card & Tape Writer,153100,O,196905,197503,1
153,3,Operators/Analysts/Programmers   ,74D,Information System Operator,153100,O,199004,199504,1
153,3,Operators/Analysts/Programmers   ,74B,Information Systems Operator-Analyst,153100,O,199507,200409,0
153,3,Operators/Analysts/Programmers   ,74D,Computer/Machine Operator,153100,O,196505,199003,1
153,3,Operators/Analysts/Programmers   ,74E,Computer Systems Operator,153100,O,196505,197503,1
153,3,Operators/Analysts/Programmers   ,74F,Software Analyst,153200,O,196505,199405,1
153,3,Operators/Analysts/Programmers   ,74Z,Information Systems Chief,153100,O,199507,200409,0
154,3,Disbursing,44C,Financial Management Technician,154200,O,200404,200910,0
154,3,Disbursing,73C,Finance Specialist,154200,O,196505,200409,0
154,3,Disbursing,73D,Accounting Specialist,154100,O,198501,200409,0
154,3,Disbursing,73Z,Finance Senior Sergeant,154200,O,196505,200409,0
154,3,Disbursing,36B,Financial Management Technician,154200,A,200904,999912,0
155,3,Supply Administration,55R,Ammunition Stock Control & Accounting Specialist,155100,O,198204,199304,1
155,3,Supply Administration,76A,Supplyman,155100,O,196704,197405,1
155,3,Supply Administration,76D,Materiel Supply Specialist,155100,O,197508,198004,1
155,3,Supply Administration,76N,Procurement Sergeant,155100,O,196701,199304,1
155,3,Supply Administration,76Q,Special Purpose Materiel Supply Specialist,155100,O,196704,197508,1
155,3,Supply Administration,76R,Weapons Material Supply Specialist,155100,O,197405,197508,1
155,3,Supply Administration,76S,Vehicle Materiel Supply Specialist,155100,O,197303,197508,1
155,3,Supply Administration,76T,Aircraft Materiel Supply Specialist,155100,O,197405,197508,1
155,3,Supply Administration,76U,Communications Electronics (COMMEL) Materiel Supply Specialist,155100,O,197303,199304,1
155,3,Supply Administration,76Z,Senior Supply/Service Sergeant,155100,O,196704,199304,1
155,3,Supply Administration,92A,Automated Logistical Specialist,155100,A,199304,999912,0
155,3,Supply Administration,92Y,Unit Supply Specialist,155100,A,199304,999912,0
155,3,Supply Administration,51C,Contracting Noncommissioned Officer (NCO),155100,A,200701,999912,0
155,3,Supply Administration,92Z,Senior Noncommissioned Logistician,155200,A,199304,999912,0
155,3,Supply Administration,65K,Railway Movement Coordinator (RC),155300,O,196704,198610,1
155,3,Supply Administration,71N,Traffic Management Coordinator,155300,O,196505,198609,1
155,3,Supply Administration,88N,Transportation Management Coordinator,155300,A,199507,999912,0
155,3,Supply Administration,88W,Railway Movement Coordinator (RC),155300,O,198610,199404,1
155,3,Supply Administration,71F,Postal Clerk,155400,O,196505,197609,1
155,3,Supply Administration,15P,Aviation Operations Specialist,155600,A,200304,999912,0
155,3,Supply Administration,71P,Flight Operations Coordinator,155600,O,196505,198406,1
155,3,Supply Administration,76C,Equipment Records & Parts Specialist,155100,O,198004,199304,1
155,3,Supply Administration,76P,Materiel Control & Accounting Specialist,155100,O,196704,199304,1
155,3,Supply Administration,76V,Materiel Storage & Handling Specialist,155100,O,196704,199304,1
155,3,Supply Administration,76X,Subsistence Supply Specialist,155100,O,196704,199304,1
155,3,Supply Administration,76Y,Unit Supply Specialist,155200,O,196704,199304,1
155,3,Supply Administration,93P,Aviation Operations Specialist,155600,O,198406,200409,0
156,3,Chaplain's Assistants,03Z,Special Services Senior Sergeant,156200,O,197303,197705,1
156,3,Chaplain's Assistants,56M,Religious Affairs Specialist,156100,A,200010,999912,0
156,3,Chaplain's Assistants,71M,Chaplain Assistant,156100,O,196505,200104,0
156,3,Chaplain's Assistants,03B,Performing Arts Specialist,156200,O,196505,197708,1
156,3,Chaplain's Assistants,03C,Physical Activities Specialist,156200,O,196505,198803,1
156,3,Chaplain's Assistants,03D,Arts & Crafts Specialist,156200,O,196505,197705,1
157,3,"Information and Education, General",38A,Civil Affairs Specialist (RC),157000,O,199109,200510,0
157,3,"Information and Education, General",46R,Public Affairs Broadcast Specialist,157000,O,200409,201810,0
157,3,"Information and Education, General",71R,Broadcast Journalist,157000,O,196505,198809,1
157,3,"Information and Education, General",46S,Public Affairs Mass Communication Specialist,157000,A,201810,999912,0
157,3,"Information and Education, General",26T,Radio/Television Systems Specialist,157000,O,196505,198903,1
157,3,"Information and Education, General",38B,Civil Affairs Specialist,157000,A,200504,999912,0
157,3,"Information and Education, General",46Q,Public Affairs Specialist,157000,O,200409,201810,0
157,3,"Information and Education, General",46Z,Chief Public Affairs NCO,157000,A,200409,999912,0
157,3,"Information and Education, General",71Q,Journalist,157000,O,196505,198809,1
157,3,"Information and Education, General",84T,TV/Radio Broadcast Operations Chief,157000,O,197610,198903,1
157,3,"Information and Education, General",84Z,Public Affairs Chief,157000,O,197610,198809,1
16X,2,Electrical/Mechanical Equipment Repairers,See below,See below,See below,See below,See below,See below,
160,3,"Aircraft, General",66H,Observation Airplane Technical Inspector,160000,O,198308,198909,1
160,3,"Aircraft, General",67G,Utility Airplane Repairer (RC),160000,O,199701,200610,0
160,3,"Aircraft, General",67N,UH-1 Helicopter Repairer,160000,O,196505,200409,0
160,3,"Aircraft, General",67R,AH-64 Attack Helicopter Repairer,160000,O,198910,200409,0
160,3,"Aircraft, General",67S,OH-58D Scout Helicopter Repairer,160000,O,199205,200409,0
